Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
9964,824,63,18,89113,0,0,21,21,887,499,4,70,3,22,3,2,16,30,2,0
9965,1039,76,18,119488,0,0,32,36,1598,633,1,42,3,41,7,7,1,21,2,0
9966,606,70,16,106263,0,0,25,51,1141,590,1,18,10,63,5,4,13,18,2,0
9967,1209,39,19,62814,0,1,23,35,1026,170,26,58,7,15,9,11,4,57,9,0
9968,1044,29,16,45348,1,0,4,66,92,-2,53,54,2,38,3,3,8,58,7,0
9969,1049,46,20,72498,0,1,14,39,483,136,27,93,0,7,0,0,4,56,7,0
9970,695,57,19,75733,0,1,16,74,597,135,12,68,5,15,4,8,7,30,4,0
9971,1183,45,14,51364,0,0,7,23,181,34,27,48,3,36,5,8,43,44,6,0
9972,594,22,14,31178,1,0,3,65,33,-2,63,12,4,35,5,44,4,53,5,0
9973,909,63,18,92319,0,1,25,62,1139,312,17,77,1,21,0,0,6,41,6,1
9974,761,54,17,64185,0,1,3,66,66,15,23,81,4,12,3,0,18,57,6,0
9975,1199,67,14,85621,0,0,30,79,1468,714,1,34,22,29,9,6,12,18,3,0
9976,961,26,19,22575,1,0,1,124,11,-3,88,42,7,33,6,11,49,68,8,0
9977,1104,70,18,108506,0,0,34,51,1724,612,1,43,4,40,10,4,6,13,2,0
9978,808,43,15,62625,1,1,4,64,91,-12,70,71,6,19,3,1,9,35,6,0
9979,688,22,16,18807,0,0,3,9,33,1,42,44,7,37,5,7,27,62,7,0
9980,794,76,18,104380,0,0,28,13,1349,410,2,48,8,29,10,5,3,21,3,0
9981,1017,23,17,16663,1,0,7,25,186,-18,67,28,30,34,7,1,27,40,7,0
9982,912,64,15,75417,0,1,15,98,544,125,15,41,4,39,8,8,7,28,3,0
9983,986,64,19,106432,0,1,24,15,1090,272,13,62,2,29,4,3,17,23,3,1
9984,989,44,17,82749,1,1,24,53,1089,117,33,76,1,22,1,1,3,47,7,0
9985,785,55,15,66070,1,1,3,44,39,-9,73,24,11,26,19,20,22,63,6,0
9986,1131,56,17,78375,0,1,15,88,546,89,23,52,10,30,1,7,14,39,5,0
9987,921,33,19,46048,1,0,2,54,42,-2,58,61,3,30,3,2,7,69,8,0
9988,863,42,14,35876,1,1,2,10,22,-6,94,44,5,33,4,14,11,61,7,0
9989,592,60,18,93452,0,1,13,10,435,96,14,83,2,12,2,1,16,42,4,0
9990,582,26,20,30788,1,1,4,98,48,-15,89,74,0,23,1,2,5,58,7,0
9991,1051,48,17,55517,0,1,11,68,350,26,39,90,0,9,1,0,26,49,8,1
9992,716,72,18,90555,0,0,16,95,591,185,3,45,11,21,12,11,2,17,1,0
9993,1132,32,15,31971,1,0,3,32,44,-7,77,27,11,42,1,19,17,58,6,0
9994,653,25,14,26376,1,0,4,67,35,1,45,21,10,26,22,22,39,52,4,0
9995,1156,50,15,75627,1,1,8,64,222,-18,62,71,3,18,2,6,34,44,6,0
9996,1028,39,19,56804,1,1,1,39,20,-3,70,57,4,30,4,4,28,60,7,0
9997,689,40,15,61476,1,0,4,78,90,10,33,35,11,30,14,10,37,31,3,0
9998,567,57,14,86993,0,0,9,88,254,137,4,35,15,25,6,20,32,32,2,0
9999,1004,47,15,72455,0,1,12,62,389,84,22,77,7,12,0,3,5,49,6,0
10000,1063,75,16,104642,0,0,34,98,1723,520,1,33,9,42,11,5,4,15,3,0
10001,778,32,14,61665,1,1,3,68,50,-7,81,24,11,51,4,10,8,68,7,0
10002,995,32,20,42115,1,1,5,42,94,-5,61,57,2,39,2,0,3,77,9,0
10003,629,72,15,101856,0,0,30,82,1470,900,1,44,5,41,4,6,4,12,1,2
10004,1005,68,15,90139,0,0,24,84,1086,327,4,31,25,26,13,5,5,9,1,0
10005,710,45,16,57868,0,0,20,15,831,257,8,36,2,32,29,1,3,39,6,0
10006,695,31,17,39378,1,0,1,56,19,2,40,28,6,59,4,3,7,68,8,0
10007,1088,73,16,102118,0,0,39,74,2040,857,2,36,8,46,4,6,1,14,4,1
10008,641,46,19,46072,0,1,3,43,50,-10,80,82,2,13,2,1,10,56,6,0
10009,1029,49,17,86735,0,1,33,66,1662,593,12,88,1,8,0,3,7,48,7,3
10010,1066,42,18,55371,1,1,12,55,394,26,43,83,1,13,3,1,37,35,5,1
10011,921,26,17,30929,1,0,1,378,10,-1,73,27,1,48,5,19,18,69,7,0
10012,1058,66,18,94524,0,0,30,42,1477,450,2,52,3,38,4,3,1,19,3,0
10013,1079,19,13,10000,1,0,5,81,47,-8,81,4,29,22,34,10,50,51,7,0
10014,1208,62,17,99930,0,1,32,65,1606,336,15,58,6,28,5,3,5,36,7,0
10015,728,64,15,88362,0,1,19,80,780,170,28,64,5,26,3,1,6,29,3,0
10016,1164,21,15,27406,1,0,4,17,68,5,44,33,13,20,15,20,56,45,7,0
10017,929,59,16,71514,0,1,10,33,306,114,15,73,3,22,0,1,2,34,4,0
10018,877,57,18,89735,0,1,26,38,1221,389,11,81,0,10,4,5,3,37,6,1
10019,803,48,18,62342,1,1,3,45,52,6,35,69,6,18,4,3,3,38,2,0
10020,1234,73,15,104872,0,0,45,63,2410,776,1,59,5,28,6,2,4,17,5,3
10021,1034,26,19,61305,1,1,4,10,89,-16,70,58,10,24,1,7,8,49,6,0
10022,1138,24,17,26974,1,0,1,68,19,-3,82,10,9,52,4,25,15,57,8,0
10023,706,77,15,121020,0,0,33,25,1659,863,0,33,6,49,7,5,2,13,1,1
10024,671,20,14,31986,1,0,3,89,28,-2,64,5,10,28,29,28,68,66,7,0
10025,613,76,16,106038,0,0,29,1,1413,461,2,30,3,50,4,14,14,15,2,0
10026,1058,67,15,108426,0,0,25,61,1147,348,2,16,28,43,4,9,49,17,2,0
10027,743,21,15,25284,1,0,3,67,26,1,45,8,5,35,8,43,76,70,7,0
10028,1195,42,19,57504,1,0,13,80,431,71,29,65,2,30,2,1,30,41,7,0
10029,1223,24,18,47092,0,0,21,11,887,144,16,23,14,52,8,3,17,59,9,1
10030,563,41,15,44392,0,0,1,111,15,2,31,28,11,34,4,23,26,35,4,0
10031,917,58,15,93683,0,1,11,67,348,85,16,31,22,37,1,10,16,26,2,0
10032,744,64,17,94817,0,1,20,95,825,165,20,60,4,31,1,4,1,30,4,0
10033,930,22,16,41095,1,0,2,92,40,1,45,8,24,33,4,31,32,56,7,0
10034,889,30,15,32599,1,0,2,36,35,-2,61,15,11,56,3,15,70,74,9,0
10035,717,58,17,82595,0,1,11,82,341,68,18,73,3,19,3,2,3,41,5,0
10036,598,68,15,106594,0,0,29,19,1414,767,1,28,13,40,9,10,2,18,3,0
10037,1196,71,15,94732,0,0,29,97,1408,797,1,21,17,43,3,16,15,27,4,0
10038,862,22,16,43902,1,0,3,92,30,-1,54,22,16,34,18,10,67,64,6,0
10039,933,77,17,124217,0,0,37,63,1919,648,1,35,16,32,12,5,1,17,2,0
10040,890,62,17,101171,0,0,19,26,761,466,1,70,4,24,0,2,6,36,3,0
10041,1150,32,14,40137,1,0,2,20,38,-3,61,13,2,45,15,24,45,76,9,0
10042,720,20,14,20957,1,0,5,31,44,-3,70,8,12,16,44,20,23,66,6,0
10043,1138,46,15,64664,0,1,8,76,217,17,43,75,6,13,3,3,2,32,4,0
10044,786,55,15,69352,1,0,16,15,588,155,15,80,2,12,2,4,2,28,4,0
10045,697,23,16,33344,1,0,2,72,26,-3,75,8,34,32,19,7,35,68,8,0
10046,948,37,15,39514,1,1,1,19,19,-8,86,37,3,43,7,11,12,59,8,0
10047,1177,28,16,51045,1,0,2,92,41,-1,56,27,3,58,8,4,6,63,8,0
10048,852,65,19,104831,0,0,35,85,1792,689,0,42,4,20,34,0,1,9,1,1
10049,850,36,19,54664,1,0,3,5,48,2,46,71,2,25,1,1,37,55,6,0
10050,1123,29,19,39824,1,1,2,52,37,-6,86,56,3,34,6,1,6,67,9,0
10051,633,48,15,71707,0,1,5,9,118,35,14,66,5,22,3,5,12,51,4,0
10052,1142,51,14,72744,0,1,15,71,534,93,30,74,6,10,7,3,10,53,7,0
10053,623,75,16,99820,0,0,26,96,1220,346,2,32,7,53,7,1,2,13,1,0
10054,953,62,16,77888,0,0,20,21,828,219,9,41,14,27,1,17,14,24,3,0
10055,702,57,14,82970,0,1,17,64,653,257,18,60,6,20,13,1,5,31,3,0
10056,913,19,13,15141,0,0,3,6,29,-1,59,9,12,11,38,30,56,67,8,0
10057,916,70,17,109551,0,0,30,74,1476,508,1,83,1,14,1,1,15,33,4,2
10058,788,20,14,21486,1,0,3,26,21,-2,70,9,20,28,18,25,40,75,7,0
10059,1041,50,19,71578,1,1,6,55,150,-3,53,79,1,19,0,1,2,57,6,0
10060,806,51,14,72707,0,0,6,67,150,43,3,63,2,22,9,4,18,43,3,0
10061,955,48,18,48858,0,1,8,89,215,0,50,89,1,9,1,1,6,51,7,0
10062,634,49,18,68984,0,0,11,49,343,153,10,62,8,23,5,1,19,36,4,0
10063,554,50,18,76384,0,1,15,27,549,208,17,96,0,4,0,0,11,51,6,1
10064,763,41,18,65728,0,1,8,46,217,36,33,59,1,36,2,2,4,55,7,0
10065,761,52,17,81270,0,1,8,55,220,53,22,84,0,13,0,3,20,56,6,0
10066,912,22,15,29672,0,0,2,13,25,2,30,23,13,21,35,8,12,60,7,0
10067,1148,46,17,70566,0,1,20,10,821,284,13,74,1,21,1,3,34,57,8,0
10068,918,55,20,74192,0,1,12,82,392,136,19,54,0,35,5,6,3,39,4,0
10069,555,26,15,47891,1,0,4,78,53,5,37,16,4,23,32,25,15,63,5,0
10070,863,57,17,74705,0,1,6,24,148,11,42,35,16,26,3,20,9,40,3,0
10071,1034,54,14,86714,1,1,23,99,1027,-7,51,57,7,26,5,4,10,56,8,0
10072,982,53,14,69190,1,0,15,31,539,134,20,29,18,13,31,9,9,28,4,0
10073,776,25,17,45859,1,0,1,411,20,-2,64,28,25,34,1,12,7,66,7,0
10074,623,35,18,59091,1,1,3,18,37,-3,63,72,0,23,2,2,10,54,5,0
10075,1228,68,19,97669,1,1,36,26,1850,409,19,66,0,28,2,3,0,36,7,0
10076,963,76,14,106252,0,0,34,65,1732,986,3,18,15,37,8,21,7,12,2,0
10077,783,53,18,75679,1,1,2,93,42,-8,69,77,1,20,1,1,2,52,5,0
10078,1093,20,14,27585,1,0,2,47,33,2,34,2,35,13,47,2,16,54,7,0
10079,924,33,16,37567,1,0,2,33,35,-3,65,35,12,37,16,0,41,67,8,0
10080,845,55,16,89265,0,1,22,8,951,357,11,56,9,24,4,7,5,31,4,0
10081,822,73,16,106858,0,0,26,47,1203,556,1,20,11,37,16,16,9,10,1,0
10082,806,20,14,25885,1,0,2,32,27,-2,70,8,13,48,10,21,26,62,8,0
10083,1040,33,16,44442,1,0,1,253,20,1,41,38,7,48,5,3,46,71,8,1
10084,587,22,16,16099,0,0,3,84,31,-3,63,14,18,24,35,8,15,36,4,0
10085,745,77,15,114691,0,0,30,85,1472,514,1,21,1,50,15,14,8,11,1,0
10086,865,53,19,79815,0,0,16,37,599,180,8,82,1,12,2,3,1,42,5,0
10087,1083,54,18,77744,0,1,19,77,768,137,23,90,0,9,1,0,17,62,8,0
10088,1192,44,17,72096,1,1,14,60,488,-52,67,38,4,48,4,6,19,57,8,0
10089,1197,52,16,65484,0,1,21,17,898,146,28,80,3,15,1,1,12,40,7,0
10090,953,31,17,53584,1,1,3,27,65,2,44,36,9,35,11,9,11,56,7,0
10091,854,74,15,95816,0,0,28,1,1340,720,2,56,1,34,5,4,1,41,5,0
10092,638,62,17,83484,0,1,14,33,495,137,27,56,7,30,7,1,2,40,5,0
10093,825,48,16,60287,0,1,8,14,221,33,30,84,2,9,2,3,5,46,6,0
10094,1133,51,19,73615,0,1,25,65,1149,321,10,96,0,4,0,0,3,54,8,2
10095,868,43,17,64488,1,1,4,72,91,-9,59,76,2,14,4,4,11,69,8,0
10096,1099,33,15,50391,1,0,8,12,218,36,29,19,8,58,4,11,26,78,9,0
10097,1154,73,19,136213,0,0,54,54,2938,970,0,26,1,64,2,6,2,13,4,2
10098,1115,29,17,37449,1,1,4,77,91,-26,79,59,9,19,12,1,24,47,7,0
10099,1000,72,17,92964,0,0,24,53,1074,513,3,26,14,44,1,15,16,13,1,0
10100,676,63,17,105352,0,1,28,14,1348,640,6,78,0,17,4,0,1,21,3,1
10101,865,23,17,44545,1,0,3,13,55,5,27,24,5,40,17,14,12,66,7,0
10102,757,21,15,24829,1,0,3,92,36,-2,63,15,8,29,39,10,55,66,8,0
10103,1164,70,17,113909,0,0,39,97,2047,944,1,52,2,42,1,3,2,13,2,2
10104,697,67,17,98740,0,0,24,99,1084,469,3,77,5,13,4,1,10,44,5,0
10105,667,31,20,37883,1,0,5,54,75,0,50,53,3,38,1,5,14,60,7,0
10106,641,65,19,97710,0,0,28,66,1347,467,1,26,2,63,5,3,4,22,3,0
10107,1091,29,15,36208,1,0,8,4,218,-21,67,21,16,34,25,4,71,70,9,0
10108,1174,37,19,41198,1,0,2,35,34,-11,78,71,1,24,2,2,5,46,6,0
10109,599,43,14,75137,1,1,5,45,121,2,48,55,8,27,5,5,12,58,5,0
10110,622,39,18,50927,1,1,4,20,43,-14,83,71,2,26,1,0,7,59,5,0
10111,1059,41,18,67477,1,1,15,6,535,-81,63,54,0,33,11,1,29,46,7,0
10112,1194,35,14,56370,0,0,13,94,439,232,8,56,10,16,5,13,67,57,7,0
10113,1233,74,19,87285,0,0,29,10,1403,402,4,55,5,35,1,4,15,28,5,0
10114,1118,29,15,46165,1,1,3,21,54,-13,70,28,18,25,13,17,22,42,5,0
10115,879,30,14,43225,1,0,3,38,43,-2,59,24,3,24,31,19,43,60,6,0
10116,1051,68,16,82117,0,0,26,54,1203,455,1,19,5,52,21,3,2,13,2,0
10117,1225,77,16,123593,0,0,44,95,2346,838,1,17,9,60,6,8,7,19,4,1
10118,578,74,15,105620,0,0,28,91,1340,678,1,28,14,34,12,12,3,17,2,0
10119,876,49,16,89871,0,1,23,31,1010,324,11,96,0,4,0,0,1,36,4,3
10120,978,46,17,71012,0,1,11,1,348,13,44,63,3,29,4,1,5,59,8,0
10121,584,21,15,31231,1,0,3,20,26,0,49,19,23,26,19,13,27,69,7,0
10122,942,40,16,45783,1,1,3,64,39,-19,91,64,1,32,1,2,16,58,6,0
10123,893,75,15,112085,0,0,42,40,2228,1099,1,18,4,62,9,7,9,24,4,1
10124,907,54,16,72977,0,1,18,62,705,270,14,75,1,20,2,2,13,46,6,0
10125,649,30,19,60078,1,0,4,56,92,11,29,79,1,19,1,0,5,49,5,0
10126,595,78,14,115415,1,0,33,53,1668,623,2,45,16,22,4,13,20,26,3,0
10127,678,51,17,67486,0,1,8,4,217,47,25,89,1,9,1,1,11,56,7,1
10128,1043,39,18,52209,1,1,1,198,20,-8,85,65,1,30,2,2,20,69,9,0
10129,1081,21,15,30218,1,0,1,72,16,-2,80,12,23,25,30,10,4,68,9,0
10130,964,63,16,104444,0,0,30,59,1471,634,1,61,5,23,4,7,12,30,4,1
10131,941,78,14,99811,0,0,30,63,1464,464,2,39,5,42,7,7,5,20,3,0
10132,1041,45,19,54837,0,1,8,54,225,18,40,84,0,11,2,3,6,59,8,0
10133,721,50,20,68837,0,1,7,3,180,47,17,78,4,15,3,0,2,59,6,0
10134,847,24,18,30268,1,0,2,2,21,-2,70,10,20,44,3,23,26,51,5,0
10135,821,77,17,104534,0,0,37,71,1920,1025,0,49,5,35,8,4,1,15,3,0
10136,613,38,18,53827,1,1,2,15,34,-6,74,72,0,22,2,3,5,57,6,0
10137,597,19,13,29026,0,0,1,28,13,0,47,15,29,26,23,7,51,66,7,0
10138,818,45,18,70854,0,1,1,257,19,0,53,76,1,20,2,1,23,52,5,0
10139,964,48,19,64728,0,1,10,88,295,72,28,86,2,10,1,1,3,58,7,0
10140,650,45,15,75503,0,1,16,30,592,133,13,81,1,14,1,3,29,45,5,1
10141,1102,35,19,48362,1,1,2,7,31,-4,69,54,2,41,2,1,49,59,7,1
10142,977,68,20,102691,0,0,29,72,1411,697,2,71,1,26,1,1,1,17,3,1
10143,587,50,18,65943,0,0,5,30,119,46,5,88,0,10,1,0,2,63,6,0
10144,637,29,19,30092,1,0,1,273,17,-3,81,75,1,21,1,1,1,57,8,0
10145,929,66,20,104376,0,0,35,78,1796,749,1,76,1,21,2,0,1,14,3,1
10146,912,45,14,61185,0,1,2,42,41,10,31,78,1,16,2,3,20,56,6,0
10147,785,77,17,94819,0,0,25,51,1142,642,2,62,9,19,10,0,1,10,1,0
10148,765,38,14,50791,0,0,10,50,301,71,18,41,3,51,2,3,12,41,6,0
10149,1245,38,15,59940,1,1,13,82,441,-32,57,63,2,19,7,9,28,64,8,0
10150,798,59,18,88215,0,0,21,97,898,309,3,36,22,26,8,9,6,33,5,0
10151,1219,43,16,67354,0,0,21,3,891,278,6,64,1,23,7,5,58,50,8,1
10152,699,69,15,117815,0,0,24,66,1091,377,2,17,15,48,7,13,9,20,1,0
10153,950,62,18,98372,0,0,28,32,1337,435,2,38,11,39,7,4,5,23,3,0
10154,937,26,20,43316,1,0,1,114,15,0,53,56,1,39,4,1,18,55,6,0
10155,966,59,20,113153,0,0,33,1,1664,754,2,75,1,21,2,1,1,35,4,3
10156,1019,26,19,38545,0,1,2,77,41,-5,68,69,3,18,5,5,3,33,6,0
10157,967,64,18,86768,0,1,17,33,659,194,16,32,2,26,13,27,1,26,3,0
10158,1088,27,18,33606,0,0,7,11,183,25,27,68,0,18,11,3,13,39,6,0
10159,1226,32,16,47095,1,1,4,34,91,-16,75,31,10,41,10,8,15,62,8,0
10160,766,25,15,50627,1,0,2,97,24,-2,65,21,20,42,5,12,31,72,8,0
10161,1088,61,17,101567,0,1,28,96,1341,417,10,56,13,26,2,3,19,18,3,0
10162,1012,24,18,39262,0,0,6,30,151,15,26,26,4,59,6,6,9,52,7,0
10163,1069,27,18,32670,1,0,3,82,38,0,51,36,1,47,5,11,26,66,7,0
10164,595,35,15,52408,1,1,5,93,85,-19,74,67,3,23,3,4,14,58,6,0
10165,784,26,20,34628,1,0,3,98,26,-1,59,56,10,25,3,7,23,70,7,0
10166,1038,31,18,48213,1,0,11,29,338,24,35,48,2,46,3,1,24,54,8,1
10167,751,61,18,78865,0,1,11,95,343,82,15,63,2,25,6,4,1,33,3,0
10168,788,74,15,110393,0,0,31,48,1543,526,1,21,5,32,17,25,18,9,1,1
10169,1192,57,16,84102,0,1,19,80,776,236,25,65,8,16,4,7,36,34,6,0
10170,584,70,16,92958,0,0,18,99,719,261,5,38,12,29,19,2,6,11,1,0
10171,1115,75,17,112662,0,0,43,69,2291,804,1,41,4,51,4,0,10,15,4,0
10172,698,70,18,108187,0,0,27,64,1284,489,2,40,10,21,17,13,5,26,2,0
10173,1159,25,14,37945,1,0,4,27,89,-11,70,21,10,40,11,18,70,60,9,1
10174,1224,48,17,78054,0,1,19,89,764,107,33,84,6,5,3,2,10,35,5,0
10175,619,42,16,57762,0,0,5,25,120,31,7,47,6,40,6,2,15,60,7,0
10176,921,37,16,56341,1,1,8,46,221,-36,69,61,3,27,5,5,20,41,7,0
10177,735,66,16,117132,0,0,42,8,2231,1161,0,74,3,22,0,1,2,14,2,3
10178,1030,31,18,51104,1,0,5,88,93,-3,57,42,1,44,6,7,12,68,7,0
10179,1027,68,19,97643,0,0,28,99,1348,498,2,35,7,47,8,3,8,10,1,0
10180,1040,65,17,109157,0,0,39,99,2040,714,1,44,5,38,8,4,3,18,4,0
10181,653,22,16,29546,0,0,5,22,59,5,28,11,5,34,34,15,11,56,6,0
10182,1109,32,17,34635,1,0,7,69,185,0,50,72,3,22,1,2,5,61,9,0
10183,964,64,19,107993,0,1,29,83,1411,718,2,61,2,29,4,4,4,28,4,0
10184,680,22,16,42340,0,0,1,271,19,1,30,19,2,24,16,39,62,52,7,0
10185,715,66,15,81476,0,0,21,75,896,277,3,44,8,41,7,1,5,11,2,0
10186,1069,69,19,102420,0,0,43,6,2291,767,1,65,0,31,0,4,0,16,5,2
10187,1055,69,14,116740,0,0,47,93,2531,1051,2,46,12,34,0,8,21,11,3,1
10188,834,74,19,115927,0,0,32,24,1596,463,1,70,2,25,2,1,1,11,1,2
10189,1232,63,17,75585,0,1,23,14,1023,272,9,61,8,24,2,5,2,28,5,0
10190,832,60,18,91214,0,1,20,14,833,127,26,77,2,18,1,2,15,25,3,0
10191,827,29,18,44779,0,1,4,91,92,14,35,33,13,36,11,7,32,39,4,0
10192,839,23,14,27280,0,0,5,53,64,5,27,10,5,47,16,22,26,58,7,0
10193,615,51,16,83548,1,1,12,56,396,93,28,77,2,18,1,2,33,43,4,0
10194,634,51,17,78256,0,1,12,21,386,95,12,78,3,16,1,2,3,67,7,0
10195,765,50,16,84752,1,1,12,73,395,-17,57,83,1,14,1,1,2,67,8,1
10196,667,53,18,74046,1,1,8,7,222,-12,56,90,1,9,0,0,6,60,7,0
10197,833,40,17,56212,1,1,5,95,118,-6,57,78,2,17,2,2,9,53,6,0
10198,736,63,16,82251,0,1,14,59,489,151,18,35,14,39,4,8,15,24,2,0
10199,718,39,17,50385,1,1,1,209,20,-3,75,63,3,27,4,2,5,52,5,0
10200,976,74,17,125985,1,0,46,80,2470,1404,1,65,4,26,2,2,3,40,7,2
10201,1035,23,15,49053,0,0,3,14,54,8,17,7,6,26,21,40,19,82,9,0
10202,1020,48,15,89587,0,1,21,31,900,224,22,80,3,12,4,1,14,38,4,0
10203,757,26,16,33964,1,0,3,46,30,0,53,30,22,27,3,18,76,61,6,0
10204,1059,21,15,33752,1,0,2,20,25,0,54,6,11,50,15,17,15,45,5,0
10205,705,47,14,81953,0,1,19,88,776,221,23,69,7,15,1,8,47,43,5,1
10206,1087,30,16,51879,1,0,6,13,153,32,21,36,9,34,15,6,7,71,9,0
10207,1117,39,18,59779,1,1,3,74,65,-30,87,73,1,23,2,1,36,30,6,0
10208,610,73,17,113584,0,0,27,14,1277,473,2,59,6,26,9,1,5,20,2,3
10209,1012,20,14,16837,1,0,4,48,50,-5,73,14,14,32,24,16,50,73,9,0
10210,1130,36,16,59851,1,1,17,39,644,-56,62,54,6,32,4,3,71,53,8,1
10211,759,43,17,65889,1,1,1,181,19,-2,67,53,3,39,1,4,18,45,4,0
10212,1095,76,18,121445,0,0,38,59,1979,758,1,60,2,32,3,3,3,17,2,2
10213,970,77,19,101882,0,0,35,15,1788,769,3,47,3,45,1,4,1,15,3,1
10214,1172,24,16,28581,1,0,2,18,29,0,52,9,20,46,11,14,20,61,8,0
10215,807,24,17,20139,1,0,2,35,21,-4,88,19,24,40,1,15,11,51,7,0
10216,686,77,18,120850,0,0,45,29,2410,861,1,48,5,38,3,6,4,7,1,1
10217,634,72,17,104600,0,0,22,51,954,371,3,66,3,21,0,9,0,11,1,1
10218,920,75,15,110646,0,0,30,25,1473,722,2,47,1,33,8,11,12,12,1,0
10219,1191,31,15,49945,1,0,7,34,182,7,44,14,9,56,14,8,61,49,7,0
10220,746,44,18,54875,1,1,5,79,120,-14,70,81,2,14,1,2,7,47,6,0
10221,1044,31,19,48215,1,1,4,34,55,-10,82,59,5,29,4,3,29,63,8,0
10222,687,22,14,36735,1,0,1,332,14,0,55,13,2,45,31,9,15,65,7,0
10223,1014,28,18,11760,1,1,4,52,33,-7,94,37,3,41,11,7,13,67,8,0
10224,805,19,13,22539,1,0,2,90,24,-3,81,12,28,32,23,5,10,64,8,0
10225,603,34,20,51208,1,1,4,27,52,-5,62,32,8,48,3,9,6,54,5,0
10226,1165,26,16,30024,1,0,3,36,34,-3,62,34,21,36,3,6,80,54,5,1
10227,977,38,15,61378,1,1,11,47,349,0,50,54,4,25,8,9,9,49,6,0
10228,786,56,14,93260,1,0,25,73,1141,403,7,54,3,30,6,8,12,51,6,1
10229,725,74,17,108821,0,0,28,25,1342,462,5,49,6,37,6,2,8,13,1,1
10230,575,26,20,31381,1,0,1,153,10,-3,76,62,3,31,1,3,16,41,3,0
10231,673,32,18,46787,0,0,6,14,149,28,30,53,9,24,7,8,18,25,3,0
10232,1186,65,14,93161,0,0,37,61,1920,493,7,27,4,50,8,11,4,12,4,0
10233,1218,29,19,36284,1,0,4,19,65,-5,63,30,5,40,11,14,6,57,8,0
10234,732,63,18,92046,0,1,27,26,1268,470,6,58,11,22,2,7,52,23,3,1
10235,1088,45,20,51839,0,1,14,61,481,9,47,89,0,10,0,0,11,46,7,0
10236,648,43,17,42858,1,1,4,76,53,-13,88,78,0,20,1,1,7,52,7,1
10237,581,69,17,86522,0,1,20,77,824,368,8,64,3,28,3,3,8,28,4,0
10238,695,73,17,100395,1,1,20,94,832,197,30,68,2,17,8,5,4,51,5,0
10239,774,37,14,56809,0,1,10,30,295,88,21,53,10,19,8,11,16,31,3,0
10240,1069,63,15,83479,0,0,30,64,1476,612,6,38,10,28,11,13,4,21,4,0
10241,802,75,15,89645,0,0,18,65,715,219,3,33,5,47,1,14,29,18,2,0
10242,777,21,15,29689,1,0,2,13,35,-5,76,23,2,64,2,9,8,54,7,1
10243,855,50,19,84599,0,1,18,28,710,187,16,92,0,8,0,0,14,38,5,1
10244,571,67,15,97057,0,0,29,71,1404,779,2,35,5,41,5,14,1,22,3,0
10245,966,36,20,39462,0,1,1,234,20,0,50,57,1,38,3,1,28,55,8,0
10246,884,35,20,50572,0,0,9,49,256,79,20,79,1,18,1,1,4,44,7,1
10247,970,48,15,69602,1,1,9,32,257,30,38,84,2,13,1,0,4,42,5,0
10248,951,48,18,52685,0,1,5,2,119,0,50,90,1,9,0,0,35,47,6,1
10249,1192,74,16,111030,1,1,27,98,1276,97,38,34,7,51,1,8,8,51,7,0
10250,770,65,19,99923,0,0,31,9,1539,748,3,50,2,42,5,1,1,18,3,1
10251,862,18,12,23179,0,0,2,89,36,5,20,4,41,14,37,5,44,53,7,0
10252,842,76,20,110310,0,0,27,28,1273,394,1,56,4,33,4,3,3,30,4,0
10253,922,35,19,50422,1,1,3,39,49,-7,70,65,1,31,2,1,19,49,5,0
10254,978,29,16,36076,1,1,4,37,63,-12,80,38,3,43,5,11,10,74,8,0
10255,920,52,14,76320,0,1,16,98,592,142,21,80,3,13,1,3,13,50,7,0
10256,901,68,16,103082,0,0,30,40,1473,414,5,13,12,28,34,13,2,19,3,0
10257,819,44,20,78749,1,1,3,74,64,-2,55,73,3,19,4,0,15,54,4,0
10258,1135,75,19,111584,0,0,49,39,2646,1223,1,59,2,33,2,4,5,14,3,1
10259,878,44,19,61503,0,1,10,0,296,37,30,68,1,29,1,2,6,62,8,0
10260,948,48,16,68916,1,1,9,85,259,-26,64,72,1,25,2,0,15,42,5,0
10261,556,56,15,89123,0,1,23,0,1024,297,11,58,4,29,5,4,24,35,5,1
10262,1072,28,15,61512,1,0,11,61,346,5,48,67,3,27,2,1,32,53,8,1
10263,1012,44,16,78555,1,1,9,10,257,-21,61,59,3,35,0,3,11,42,5,0
10264,635,53,14,79267,0,1,7,12,188,80,11,69,0,18,2,11,15,58,4,0
10265,751,36,19,54350,1,1,4,76,63,-16,76,38,6,23,32,1,14,48,4,0
10266,673,33,15,46107,1,0,3,14,44,5,32,46,17,27,6,4,6,76,7,0
10267,642,62,17,87545,1,1,9,7,260,-43,69,69,7,15,2,7,7,39,4,0
10268,755,65,17,85814,0,0,28,89,1344,587,1,52,5,37,4,2,7,41,5,0
10269,1125,22,16,19986,1,0,1,467,18,-2,72,20,10,41,15,14,32,52,8,0
10270,1196,53,14,91079,0,1,31,58,1539,468,11,67,4,24,2,3,6,54,8,0
10271,642,38,18,36212,1,1,2,33,22,-8,88,80,2,17,0,1,5,57,6,0
10272,1135,22,16,37970,0,1,2,20,40,-6,67,39,10,19,21,11,27,37,6,0
